iter,vol_nn,vol_arch,sharpe_nn,sharpe_arch,d_vol,d_sharpe
129,12.769,13.09,1.0595,1.1575,0.32099999999999973,-0.09799999999999986
130,11.441,12.086,1.2576,1.3141,0.6449999999999996,-0.056499999999999995
131,13.536,14.149,1.0505,1.0355,0.6129999999999995,0.014999999999999902
132,13.277,13.597,1.1705,1.166,0.3200000000000003,0.0045000000000001705
133,12.263,12.538,1.1265,0.8877,0.27500000000000036,0.2388
134,11.918,12.044,1.1954,1.1391,0.12600000000000122,0.05630000000000002
135,13.128,13.878,1.174,1.1077,0.75,0.06630000000000003
136,11.492,11.786,1.0726,1.0199,0.2939999999999987,0.05269999999999997
137,11.996,12.148,1.3204,1.2479,0.15199999999999925,0.07250000000000001
138,13.227,15.254,1.3626,1.0583,2.0269999999999992,0.3043
139,13.259,13.33,1.2991,1.3223,0.07099999999999973,-0.02320000000000011
140,12.901,13.693,0.9684,1.0201,0.7919999999999998,-0.05169999999999997
141,12.393,13.693,1.3148,1.3537,1.299999999999999,-0.038899999999999935
142,13.093,14.362,1.1465,0.9658,1.2690000000000001,0.18070000000000008
143,12.773,13.319,1.0103,1.0018,0.5460000000000012,0.008499999999999952
144,13.441,13.802,1.1596,1.0853,0.3609999999999989,0.07430000000000003
145,13.384,14.459,1.0979,0.9281,1.0749999999999993,0.16980000000000006
146,12.411,12.918,1.0962,1.1955,0.5069999999999997,-0.09929999999999994
147,13.205,13.312,1.2212,1.1222,0.10699999999999932,0.09899999999999998
148,13.719,14.028,1.2692,1.2772,0.30900000000000105,-0.007999999999999785
149,12.762,12.95,1.2209,1.1505,0.18799999999999883,0.07040000000000002
150,11.666,11.497,1.2143,1.1468,-0.16900000000000048,0.0674999999999999
151,12.857,12.962,1.5574,1.512,0.10500000000000043,0.045399999999999885
152,11.947,11.932,1.3896,1.2525,-0.014999999999998792,0.1371
153,13.821,14.059,1.338,1.2275,0.23799999999999955,0.11050000000000004
154,12.364,12.533,1.2178,1.2455,0.1689999999999987,-0.027700000000000058
155,12.306,12.969,0.9737,0.7911,0.6630000000000003,0.18259999999999998
156,11.639,12.919,1.3821,1.4309,1.2800000000000011,-0.048799999999999955
157,12.904,12.881,1.0693,1.1396,-0.022999999999999687,-0.07030000000000003
158,11.947,12.038,1.2008,1.3056,0.09100000000000108,-0.1048
159,13.118,13.471,1.2665,1.2374,0.35299999999999976,0.029099999999999904
160,14.444,14.761,1.2289,1.2739,0.3169999999999984,-0.04499999999999993
161,12.832,13.134,1.1811,1.1871,0.3019999999999996,-0.006000000000000005
162,12.518,12.768,1.0243,1.0142,0.25,0.010099999999999998
163,12.291,12.708,1.0708,0.9508,0.4169999999999998,0.12
164,13.328,13.404,1.2581,1.1997,0.07600000000000051,0.05840000000000001
165,12.837,12.883,1.1717,1.1144,0.045999999999999375,0.05729999999999991
166,12.412,12.569,1.0203,0.9448,0.15700000000000003,0.07550000000000001
167,13.29,13.642,1.0474,1.1394,0.3520000000000003,-0.09199999999999986
168,13.548,13.456,1.1297,1.1133,-0.09200000000000053,0.01639999999999997
169,12.972,13.36,1.1352,1.1579,0.3879999999999999,-0.022699999999999942
170,12.952,13.243,1.2288,1.2486,0.29100000000000037,-0.01980000000000004
171,11.78,12.221,1.2167,0.9983,0.4410000000000007,0.21839999999999993
172,13.014,13.173,1.2582,1.2884,0.1590000000000007,-0.030200000000000005
173,13.162,13.458,1.2325,1.1803,0.2959999999999994,0.052200000000000024
174,12.93,13.953,1.0816,0.966,1.0229999999999997,0.11559999999999993
175,12.442,12.988,1.1597,1.2489,0.5459999999999994,-0.08919999999999995
176,12.803,13.179,1.3619,1.3473,0.37599999999999945,0.014600000000000168
177,14.007,14.432,1.1759,1.1412,0.4250000000000007,0.03469999999999995
178,12.741,12.866,1.075,1.0408,0.125,0.03420000000000001
179,12.095,12.86,1.2437,1.2467,0.7649999999999988,-0.0029999999999998916
180,11.628,11.879,1.3554,1.439,0.25099999999999945,-0.08360000000000012
181,12.681,13.19,0.9777,0.939,0.5090000000000003,0.03870000000000007
182,11.967,12.745,1.3309,1.1875,0.7779999999999987,0.14339999999999997
183,12.053,12.855,1.1213,1.0087,0.8019999999999996,0.11260000000000003
184,12.719,13.175,1.1935,1.1333,0.4560000000000013,0.06020000000000003
185,13.042,13.984,1.1337,1.2617,0.9420000000000002,-0.1280000000000001
186,12.987,13.231,1.2377,1.2525,0.24399999999999977,-0.014799999999999924
187,12.481,12.567,1.2621,1.2305,0.0860000000000003,0.03160000000000007
188,13.074,13.177,1.1627,1.1805,0.10299999999999976,-0.017800000000000038
189,13.256,13.243,1.2018,1.2045,-0.0129999999999999,-0.0026999999999999247
190,12.198,13.116,1.2828,1.0306,0.9179999999999993,0.2522
191,14.022,14.316,1.1976,1.1576,0.2940000000000005,0.040000000000000036
192,13.038,13.377,1.4953,1.4402,0.3390000000000004,0.05510000000000015
193,13.376,14.043,1.3819,1.0297,0.6669999999999998,0.35219999999999985
194,14.15,14.695,1.2965,1.2776,0.5449999999999999,0.018899999999999917
195,12.209,12.889,1.2068,1.1533,0.6799999999999997,0.0535000000000001
196,13.215,13.376,1.251,1.1571,0.1609999999999996,0.09389999999999987
197,13.221,13.438,1.0415,1.1096,0.21700000000000053,-0.06809999999999983
198,13.237,13.625,1.2671,1.1329,0.3879999999999999,0.13419999999999987
199,12.632,12.996,1.4206,1.32,0.36400000000000077,0.10060000000000002
